gene,mu_cancer,n_cancer,mu_normal,n_normal,delta,rank_delta_desc
EMC4,-46.45737980573605,1170,-81.71473905123197,1170,35.25735924549592,1516
DDX54,-84.0197826619051,490,-119.26690756350148,490,35.24712490159638,1517
PPIE,-89.72880383522515,523,-124.96244753660709,523,35.233643701381936,1518
CIAO1,-91.5647438234396,371,-126.77034093234738,371,35.20559710890778,1519
LRRC8E,-59.45967691916007,108,-94.66016154819064,108,35.200484629030576,1520
ARHGEF4,-81.67397607541552,51,-116.8389155069987,51,35.16493943158318,1521
E4F1,-41.8882207988221,243,-77.01882316055612,243,35.13060236173403,1522
ASPG,-88.76904875656655,29,-123.79199297674771,29,35.02294422018116,1523
RAI1,-55.90677141675762,306,-90.92936776354422,306,35.0225963467866,1524
NEURL1,-72.30497233072917,6,-107.31772740681966,6,35.012755076090485,1525
CC2D1A,-53.61700546055624,365,-88.57770837235124,365,34.960702911794996,1526
RAD52,-87.4184135860867,36,-122.36452950371637,36,34.94611591762967,1527
TMEM88,-116.91544554505167,79,-151.8451325621786,79,34.92968701712694,1528
RAD51D,-104.17428716023763,132,-139.08346904407847,132,34.909181883840844,1529
EFS,-84.02006331734036,69,-118.92481375431669,69,34.90475043697633,1530
FOXK2,-73.00800141926054,395,-107.82528468264809,395,34.81728326338755,1531
MFSD12,-65.71023254394531,250,-100.5187933959961,250,34.80856085205079,1532
C16orf86,-75.17483445709827,51,-109.95823669433594,51,34.78340223723767,1533
CTSD,-85.11916385871058,1921,-119.86346492737547,1921,34.744301068664896,1534
DLK1,-101.66941950871394,13,-136.40416424091046,13,34.73474473219652,1535
KRTAP5-8,-115.69847361246745,3,-150.39620463053384,3,34.69773101806639,1536
S100A3,-124.22600317001343,16,-158.84370803833008,16,34.61770486831665,1537
CYB561,-77.50598252558075,678,-112.11689679531221,678,34.61091426973147,1538
FSTL3,-89.96203318277995,150,-124.5213692220052,150,34.55933603922526,1539
AGBL5-AS1,-63.31778526306152,2,-97.86117172241211,2,34.543386459350586,1540
C1orf56,-66.23674152184093,341,-100.74191830095307,341,34.50517677911215,1541
LINC00665,-72.93748551446038,148,-107.42917029922073,148,34.49168478476035,1542
CRTC2,-120.55853736029731,225,-155.04591749403212,225,34.48738013373482,1543
AANAT,-89.71208572387695,4,-124.19894409179688,4,34.48685836791992,1544
INA,-97.1817855834961,4,-131.48844528198242,4,34.30665969848633,1545
SIGIRR,-82.51480185076201,721,-116.81972443346508,721,34.30492258270307,1546
SLC27A3,-127.84369040877009,391,-162.13824193617876,391,34.29455152740867,1547
XYLT2,-65.74632820250496,189,-100.03587470483528,189,34.289546502330325,1548
SENP3-EIF4A1,-77.18400573730469,1,-111.4512710571289,1,34.26726531982422,1549
EVI5L,-67.93830408674947,89,-102.14845584483629,89,34.21015175808682,1550
ST3GAL2,-43.65758390105172,89,-77.85667196552406,89,34.199088064472335,1551
HIPK1-AS1,-72.524456165455,54,-106.72237636424877,54,34.19792019879377,1552
RNF149,-68.01261726068479,638,-102.18887048081544,638,34.17625322013065,1553
IZUMO4,-43.73104503236968,116,-77.84021581452468,116,34.109170782155005,1554
TMEM52,-114.85758596071055,71,-148.9485624071578,71,34.09097644644724,1555
SFXN4,-79.01869444555166,245,-113.08438278509647,245,34.065688339544806,1556
TM6SF1,-66.5301504424124,33,-100.58780392733487,33,34.05765348492247,1557
NUTF2,-80.92281694332537,718,-114.97854047897467,718,34.05572353564929,1558
ULK3,-93.99682610344993,223,-128.05207852077058,223,34.055252417320645,1559
METTL23,-79.54346990430005,614,-113.57433645888338,614,34.030866554583326,1560
ZNF771,-44.090842933411814,157,-78.12057781826918,157,34.02973488485737,1561
MEIOC,-41.210405789888824,13,-75.22103999211238,13,34.01063420222356,1562
CHST8,-72.86933898925781,3,-106.87460581461589,3,34.00526682535808,1563
GRIN3B,-93.37282173850319,110,-127.34235326593573,110,33.96953152743254,1564
PPP1CA,-58.92105353476375,1356,-92.87981305642818,1356,33.958759521664426,1565
RNF135,-65.71721157996483,306,-99.65239503648546,306,33.93518345652063,1566
SNRNP70,-38.958935881510115,1067,-72.8876975291001,1067,33.92876164758998,1567
C11orf96,-97.3178503093087,1146,-131.2457377981349,1146,33.927887488826215,1568
DRGX,-66.78216996303824,43,-100.68953066093977,43,33.907360697901524,1569
GJA4,-93.56390380859375,2,-127.36847305297852,2,33.804569244384766,1570
FBXO46,-41.241077952914765,108,-75.03704932883933,108,33.795971375924566,1571
JMJD7-PLA2G4B,-82.51423568725586,10,-116.26363830566406,10,33.7494026184082,1572
OXLD1,-59.806038950887704,677,-93.53963823191701,677,33.733599281029306,1573
CPNE2,-77.60050208613558,424,-111.32611891908466,424,33.725616832949086,1574
KRT13,-122.31533203125,75,-155.97002360026042,75,33.654691569010424,1575
KRT10,-131.750037744261,1724,-165.395858693842,1724,33.64582094958101,1576
SAC3D1,-61.295900439936396,341,-94.89806603126861,341,33.602165591332216,1577
ZNHIT2,-56.688522735008824,260,-90.28033702556904,260,33.591814290560215,1578
SNN,-69.19859846743792,179,-102.6843471846767,179,33.48574871723878,1579
SPSB1,-60.67798902089722,321,-94.16357188952675,321,33.48558286862953,1580
ZNF587B,-57.216885720529866,31,-90.69038932554183,31,33.47350360501196,1581
ALDOA,-67.96751669885711,1924,-101.39483994704027,1924,33.42732324818316,1582
SNX33,-75.35403174997491,214,-108.77424871141666,214,33.42021696144175,1583
CHMP4A,-81.73892504049591,901,-115.07777738412398,901,33.33885234362806,1584
HSD17B1,-72.84676930550754,209,-106.17923977500514,209,33.33247046949761,1585
DHRS4-AS1,-100.90241294683412,344,-134.21558269234592,344,33.3131697455118,1586
MRPL24,-87.08443173389638,657,-120.3921614346439,657,33.307729700747515,1587
S100A14,-92.28287619513435,1776,-125.53767686276822,1776,33.25480066763387,1588
ELK3,-66.99238789876303,330,-100.23453024661902,330,33.24214234785599,1589
TYMS,-50.44449076159247,116,-83.6839915308459,116,33.23950076925343,1590
CTNNBIP1,-43.81362058252843,878,-76.98100308568168,878,33.16738250315325,1591
NOTO,-51.62379455566406,1,-84.77613067626953,1,33.15233612060547,1592
NEURL4,-85.58608859347314,97,-118.69744582028733,97,33.11135722681419,1593
ZNF486,-100.67589467366537,60,-133.77896169026693,60,33.10306701660156,1594
LPXN,-97.02686697436917,124,-130.0510186841411,124,33.02415170977193,1595
VWA5B1,-122.87394714355467,1,-155.8686981201172,1,32.994750976562514,1596
CGREF1,-77.7259635925293,2,-110.69833755493164,2,32.972373962402344,1597
RNF207,-44.32884078376037,177,-77.27512437206204,177,32.94628358830167,1598
PDCD7,-57.61501822350482,433,-90.56084577811508,433,32.94582755461026,1599
MAP3K6,-61.617898385736005,237,-94.53205301791807,237,32.91415463218207,1600
FAM83E,-107.81194763183593,115,-140.72209140943446,115,32.91014377759852,1601
PLD6,-115.2728924818442,71,-148.17952094279545,71,32.906628460951254,1602
STOX1,-60.413262870576645,144,-93.30662462446425,144,32.8933617538876,1603
NRTN,-76.42186676828484,38,-109.31520803351151,38,32.89334126522667,1604
PLA2G10,-70.7315882522216,582,-103.62197902194413,582,32.89039076972253,1605
BCL9,-140.12341902806207,208,-173.0092787375817,208,32.88585970951962,1606
CEP104,-90.52375295685559,328,-123.37802768335109,328,32.854274726495504,1607
NPR1,-78.41203383712082,111,-111.23579441104923,111,32.82376057392841,1608
GRID1,-91.70596694946289,2,-124.52449417114258,2,32.81852722167969,1609
SLC25A29,-74.11304059458786,521,-106.8903403108271,521,32.77729971623924,1610
RNF166,-68.47476573785146,192,-101.24835932254791,192,32.77359358469646,1611
CNGB1,-118.96266555786133,10,-151.71712188720704,10,32.754456329345714,1612
C1orf174,-96.8090968368077,202,-129.55586306883558,202,32.74676623202788,1613
SHTN1,-146.77337828033706,353,-179.51762091877103,353,32.744242638433974,1614
ZAP70,-111.34805503258339,26,-144.06512275108923,26,32.717067718505845,1615
IDH2,-55.03035053540302,930,-87.72251755909254,930,32.69216702368952,1616
SLC6A9,-93.57125505194607,83,-126.22361884059676,83,32.65236378865069,1617
PUM1,-56.85091374577703,925,-89.47514070253115,925,32.62422695675412,1618
KISS1R,-58.24063968658447,48,-90.78516483306885,48,32.544525146484375,1619
ADGRL1,-83.0818642858249,268,-115.62175466053522,268,32.53989037471031,1620
CILP,-108.37291717529295,1,-140.88790893554688,1,32.51499176025392,1621
DNAJC22,-91.57571792602539,44,-124.08879748257723,44,32.513079556551844,1622
EIF2B3,-77.53344273331142,202,-109.99533662701597,202,32.461893893704556,1623
MEGF8,-113.73790255459872,143,-146.19238910808428,143,32.454486553485566,1624
FA2H,-70.36642536040276,124,-102.77432823181152,124,32.407902871408766,1625
BACE1-AS,-105.21561024106782,58,-137.61944816852437,58,32.40383792745655,1626
PLA2G4B,-121.52646891276042,3,-153.92825826009116,3,32.401789347330734,1627
NPHS1,-95.65016174316406,1,-128.0482635498047,1,32.398101806640625,1628
KMT5A,-39.55220975714215,354,-71.92485828722937,354,32.37264853008722,1629
CORO6,-63.14557876586914,5,-95.4833770751953,5,32.33779830932617,1630
C2CD3,-128.99323250265684,136,-161.32078720541563,136,32.32755470275879,1631
SLC45A3,-74.01343027750652,45,-106.25925682915582,45,32.2458265516493,1632
ADORA3,-141.43656158447266,2,-173.65155029296875,2,32.214988708496094,1633
DAZAP1,-41.50655560506752,718,-73.64194552280777,718,32.135389917740255,1634
CMAS,-67.4101738019341,529,-99.52141886893202,529,32.11124506699791,1635
PKMYT1,-61.3862314726177,19,-93.49289020739104,19,32.10665873477334,1636
SLC27A5,-130.50623232601612,163,-162.59692317283958,163,32.09069084682346,1637
RAP2A,-80.36870585621654,143,-112.45381980842643,143,32.085113952209895,1638
PLEKHO2,-82.21351560827804,73,-114.29327434383026,73,32.07975873555222,1639
SHISA9,-91.30115763346355,9,-123.35531361897786,9,32.05415598551431,1640
ZNF667-AS1,-69.46021906534831,48,-101.40871651967366,48,31.94849745432535,1641
C17orf49,-69.32099749378322,97,-101.2564130173516,97,31.93541552356838,1642
CACTIN,-46.78151259551177,111,-78.70461926159558,111,31.92310666608381,1643
ALYREF,-43.563280684745266,247,-75.45639816469509,247,31.893117479949822,1644
CLMN,-86.95180134423451,259,-118.84450772554257,259,31.89270638130806,1645
ARF3,-67.39697168731689,1000,-99.27691484069824,1000,31.879943153381348,1646
SMG7,-87.1529941807839,383,-119.0233970024567,383,31.870402821672798,1647
INTS5,-50.99859571456909,184,-82.8542945281319,184,31.85569881356281,1648
PLLP,-41.11340343250948,646,-72.96174489307698,646,31.848341460567504,1649
GOLGA7B,-51.784812248359295,118,-83.60564454935364,118,31.820832300994347,1650
NAA40,-43.40875924383844,143,-75.22686986323004,143,31.818110619391597,1651
USF1,-85.85164801279704,24,-117.6456225713094,24,31.79397455851236,1652
MKNK2,-80.63628705745369,1105,-112.43017382729647,1105,31.793886769842786,1653
TANC2,-73.13076878700345,862,-104.91679715999594,862,31.78602837299249,1654
ZNF584,-60.53079310918258,118,-92.31359656382415,118,31.782803454641567,1655
NR2F2,-133.35115467418325,495,-165.11097763523912,495,31.759822961055875,1656
MRPL9,-89.7741417032204,604,-121.51658648055121,604,31.742444777330817,1657
SF3B6,-74.34110730740744,1718,-106.06483666416652,1718,31.72372935675908,1658
PAX7,-93.7626953125,1,-125.47132110595705,1,31.708625793457045,1659
PUSL1,-114.5751963340089,239,-146.26102610312745,239,31.685829769118556,1660
PIK3CD-AS2,-74.46346043767156,185,-106.11138074720228,185,31.64792030953072,1661
NAGLU,-72.12383913160204,286,-103.764525780311,286,31.640686648708964,1662
DDA1,-35.79398235642766,581,-67.41752845120718,581,31.623546094779513,1663
DHX37,-54.00563997741139,109,-85.57843927505913,109,31.572799297647734,1664
NUP85,-57.61078979658044,184,-89.1643471510514,184,31.55355735447096,1665
SYDE1,-64.13676364605243,26,-95.68320582463191,26,31.546442178579483,1666
DDN,-104.23352305094402,6,-135.76836140950522,6,31.534838358561203,1667
CELSR2,-81.24631477638528,135,-112.76212339048033,135,31.51580861409505,1668
PPP2R2D,-79.85209426381229,306,-111.34656851276074,306,31.49447424894845,1669
RER1,-69.85110114848297,1278,-101.33805731353999,1278,31.486956165057023,1670
NPIPA3,-55.15505599975586,4,-86.62940216064453,4,31.474346160888672,1671
VSX2,-96.35865020751952,1,-127.82107543945312,1,31.462425231933608,1672
CSPG4,-85.3520622253418,4,-116.81412315368652,4,31.462060928344727,1673
FZD2,-104.98308870869297,62,-136.43502807617188,62,31.4519393674789,1674
ANO1,-87.87021704281078,34,-119.32191826315487,34,31.45170122034409,1675
SRM,-70.4205820794893,539,-101.76265661349323,539,31.34207453400394,1676
FAH,-109.44909925610607,382,-140.75457723727402,382,31.305477981167954,1677
PRR19,-81.91561813354492,20,-113.22064590454102,20,31.30502777099609,1678
SCNN1D,-65.28883361816406,31,-96.57510449809413,31,31.286270879930072,1679
RGS1,-134.76447996659712,220,-166.0392623901367,220,31.27478242353959,1680
PRSS27,-45.35342799753383,69,-76.62654931994452,69,31.273121322410688,1681
SUPT5H,-63.30222478465369,889,-94.53449208073997,889,31.232267296086277,1682
DUS1L,-68.33250056275534,654,-99.52015814358306,654,31.187657580827718,1683
GGCX,-36.15315711962188,591,-67.33834984742244,591,31.185192727800555,1684
ARMC7,-83.58984567927219,261,-114.76487904398834,261,31.175033364716157,1685
NR2C2AP,-55.52564160382306,270,-86.64979852747034,270,31.124156923647277,1686
SPTBN2,-47.01109905632175,98,-78.09212727449378,98,31.08102821817203,1687
DHTKD1,-47.078062804428846,286,-78.15807329191195,286,31.0800104874831,1688
PIWIL1,-84.83503341674805,8,-115.90843677520752,8,31.073403358459473,1689
KANK3,-43.502450240285775,19,-74.57170225444592,19,31.06925201416015,1690
INAFM1,-109.84132298556241,264,-140.8669001261393,264,31.0255771405769,1691
MYBPC2,-76.1046651204427,6,-107.12158584594727,6,31.016920725504562,1692
SYNDIG1L,-83.31996366712782,54,-114.31749456900137,54,30.997530901873546,1693
C15orf39,-93.05433454746154,164,-124.02989982977147,164,30.97556528230993,1694
SLC25A42,-84.62485908059513,102,-115.59617547427906,102,30.971316393683935,1695
DHRS13,-79.15186092521571,158,-110.11810191673568,158,30.966240991519967,1696
MICAL2,-104.28258308580874,493,-135.24113422571767,493,30.958551139908934,1697
SBNO2,-54.539501199558266,407,-85.46802886288054,407,30.928527663322278,1698
CCDC124,-49.646675687558364,799,-80.56349848626701,799,30.916822798708644,1699
C2orf68,-44.041564532348936,401,-74.93235400192755,401,30.890789469578614,1700
TROAP,-39.14231491088867,18,-69.94009653727214,18,30.79778162638347,1701
MYO7B,-106.63879203796387,4,-137.42319107055664,4,30.784399032592773,1702
SFPQ,-61.3611940201334,1473,-92.1455790926952,1473,30.784385072561804,1703
UBXN6,-31.29860936203444,865,-62.04980504912448,865,30.75119568709004,1704
LOXL3,-126.77379455566407,5,-157.49933166503905,5,30.725537109374983,1705
CCDC28B,-89.29247970581055,100,-119.98563682556153,100,30.69315711975098,1706
ACAN,-82.80615234375,1,-113.47296142578124,1,30.666809082031236,1707
ZFYVE19,-62.35190800436182,306,-92.9725239822288,306,30.620615977866976,1708
PITPNA,-56.818679029924155,411,-87.42243686499677,411,30.603757835072614,1709
GPX4,-52.767587794687806,2109,-83.32613330115747,2109,30.558545506469663,1710
MATN1,-114.4921646118164,3,-145.05062357584634,3,30.55845896402994,1711
ARNT2,-69.7650279045105,240,-100.29814777374267,240,30.533119869232166,1712
WWP2,-53.32707718395796,305,-83.85828589767706,305,30.531208713719103,1713
GAL,-100.96470260620117,2,-131.48453521728516,2,30.519832611083984,1714
BCL6B,-99.22181701660156,1,-129.72946166992188,1,30.507644653320312,1715
RSL1D1,-53.55885861228403,1229,-84.05890706421594,1229,30.500048451931917,1716
BLOC1S3,-56.01909198760986,100,-86.48238349914551,100,30.46329151153565,1717
IGSF3,-52.73763473643813,344,-83.19756119750267,344,30.459926461064533,1718
THOC6,-96.87520994726016,357,-127.326135523179,357,30.450925575918845,1719
PLEKHH1,-76.40781092643738,32,-106.8486180305481,32,30.440807104110718,1720
MYPOP,-52.699452596552234,136,-83.10826621336095,136,30.408813616808715,1721
MATK,-63.89073787016027,34,-94.28605472340303,34,30.395316853242754,1722
MORN1,-81.51380478708367,152,-111.83800993467632,152,30.32420514759265,1723
GLIS2-AS1,-84.78900322547325,13,-115.10050377478966,13,30.311500549316406,1724
SPG11,-47.01508742823745,330,-77.31989736845999,330,30.30480994022254,1725
CKLF,-59.08999598756128,882,-89.38568852223507,882,30.29569253467379,1726
MERTK,-79.91798676037398,122,-110.18880656508149,122,30.270819804707514,1727
MMACHC,-85.46108357111613,48,-115.66600179672241,48,30.204918225606278,1728
B3GNT2,-61.1215576171875,325,-91.3150047654372,325,30.193447148249696,1729
LRRC59,-75.92564107194731,790,-106.09322888338113,790,30.16758781143382,1730
FOXN1,-108.65571812220982,7,-138.78455679757255,7,30.12883867536273,1731
CENPV,-61.42082606914432,172,-91.5494937453159,172,30.12866767617158,1732
HPCAL4,-71.59945678710938,9,-101.68717363145616,9,30.087716844346787,1733
ZNF469,-116.15008951822917,15,-146.20909423828124,15,30.059004720052073,1734
PPP2R5B,-83.99399988702002,141,-114.05188269648991,141,30.057882809469888,1735
SLC7A9,-102.6923885345459,4,-132.7342529296875,4,30.0418643951416,1736
AOC2,-99.47697101939808,11,-129.514536077326,11,30.03756505792792,1737
NRGN,-97.4527115664106,786,-127.4862515204432,786,30.033539954032605,1738
UBR7,-47.902628962978994,163,-77.9008953819977,163,29.998266419018705,1739
NR0B2,-106.04774191620153,218,-136.02738238693377,218,29.979640470732235,1740
TLE6,-42.01441652912739,121,-71.98669137245368,121,29.97227484332629,1741
TIMP2,-79.38937342225624,406,-109.29464516851115,406,29.90527174625491,1742
CA12,-60.28470506824431,244,-90.1136963015697,244,29.828991233325397,1743
SMUG1,-98.60275359882614,543,-128.42992208631878,543,29.827168487492642,1744
CCDC9,-46.18632179709042,85,-75.99385034897747,85,29.807528551887053,1745
SGSM2,-76.69843900656399,316,-106.43534573422203,316,29.736906727658038,1746
PBXIP1,-114.51380108126361,603,-144.24760082744643,603,29.733799746182825,1747
ICAM5,-67.42982980940077,144,-97.15473747253418,144,29.724907663133408,1748
CCDC57,-75.05185182905294,994,-104.75889958126444,994,29.70704775221151,1749
VPS4A,-52.056430753597546,484,-81.75646007947685,484,29.700029325879306,1750
PDCD2L,-58.42383101434991,202,-88.10412461686842,202,29.68029360251851,1751
ATE1,-72.5804329087999,225,-102.22883605957031,225,29.648403150770406,1752
TRMT1,-59.203893429765074,214,-88.77799481543425,214,29.57410138566918,1753
FADS6,-57.503079414367676,4,-87.04022979736328,4,29.537150382995605,1754
RNASEH2A,-51.99471872654544,229,-81.5280458875098,229,29.53332716096436,1755
